vignedo,vino,agno,rating,nro_revs,pais,region,precio,tipo,cuerpo,acidez
Familia Torres,Mas La Plana Cabernet Sauvignon,2010,4.2,2788,Espana,Penedes,48.4,Cabernet Sauvignon,4,3
Imperial,Rioja Reserva,2016,4.2,2676,Espana,Rioja,24.8,Rioja Red,4,3
Bodegas Roda,Roda Reserva Rioja,2015,4.2,2478,Espana,Rioja,55.5,Rioja Red,4,3
Imperial,Rioja Reserva,2014,4.2,2364,Espana,Rioja,27.6,Rioja Red,4,3
Juan Gil,Jumilla Blue Label,2015,4.2,2271,Espana,Jumilla,24.8,Red,4,3
Juan Gil,Jumilla Blue Label,2018,4.2,2234,Espana,Jumilla,24.6,Red,4,3
Juan Gil,Jumilla Blue Label,2017,4.2,2135,Espana,Jumilla,22.5,Red,4,3
Bodegas Faustino,I Gran Reserva,1994,4.2,2074,Espana,Rioja,124.5,Rioja Red,4,3
Carmelo Rodero,Crianza,2017,4.2,2050,Espana,Ribera del Duero,20.0,Ribera Del Duero Red,5,3
Atalaya,La Atalaya del Camino,2017,4.2,2022,Espana,Almansa,11.8,Red,4,3
Protos,27 Ribera del Duero,2018,4.2,1981,Espana,Ribera del Duero,23.7,Ribera Del Duero Red,5,3
Bodegas Roda,Roda Reserva Rioja,2013,4.2,1931,Espana,Rioja,30.4,Rioja Red,4,3
Protos,Gran Reserva,2012,4.2,1921,Espana,Ribera del Duero,38.8,Ribera Del Duero Red,5,3
Remelluri,Rioja Reserva,2013,4.2,1768,Espana,Rioja,21.5,Rioja Red,4,3
Tinto Pesquera,Reserva,2015,4.2,1688,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5,3
Pintia,Toro,2006,4.2,1665,Espana,Toro,98.9,Toro Red,5,3
Bodegas Roda,Roda Reserva Rioja,2014,4.2,1645,Espana,Rioja,59.9,Rioja Red,4,3
Alto Moncayo,Veraton Garnacha,2014,4.2,1627,Espana,Campo de Borja,19.9,Grenache,5,3
R. Lopez de Heredia,Vina Bosconia Reserva,2009,4.2,1611,Espana,Rioja Alta,23.5,Rioja Red,4,3
Casa Rojo,Alexander vs. The Ham Factory,2016,4.2,1573,Espana,Ribera del Duero,33.4,Ribera Del Duero Red,5,3
Dominio de Pingus,PSI,2019,4.2,1355,Espana,Ribera del Duero,34.5,Ribera Del Duero Red,5,3
Alto Moncayo,Veraton Garnacha,2018,4.2,1343,Espana,Campo de Borja,21.6,Grenache,5,3
La Rioja Alta,Vina Alberdi Crianza,2015,4.2,1341,Espana,Rioja,11.2,Rioja Red,4,3
Huerta de Albala,Taberner Tierra de Cadiz,2014,4.2,1337,Espana,Cadiz,32.0,Syrah,4,3
Garmon,Ribera del Duero,2015,4.2,1308,Espana,Ribera del Duero,33.6,Ribera Del Duero Red,5,3
Marques de Murrieta,Capellania Reserva,2015,4.2,1301,Espana,Rioja,29.2,Rioja White,3,3
Aster,Finca El Otero,2014,4.2,1267,Espana,Ribera del Duero,28.8,Ribera Del Duero Red,5,3
Matarromera,Crianza,2017,4.2,1209,Espana,Ribera del Duero,16.9,Ribera Del Duero Red,5,3
Dominio de Atauta,Dominio de Atauta,2016,4.2,1159,Espana,Ribera del Duero,25.7,Ribera Del Duero Red,5,3
Huerta de Albala,Taberner Tierra de Cadiz,2015,4.2,1125,Espana,Cadiz,17.0,Syrah,4,3
Montecastro,Ribera del Duero Red,2015,4.2,1095,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5,3
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,4.2,1093,Espana,Ribera del Duero,55.8,Ribera Del Duero Red,5,3
Garmon,Ribera del Duero,2014,4.2,1086,Espana,Ribera del Duero,37.9,Ribera Del Duero Red,5,3
Bodegas La Horra,Corimbo I,2014,4.2,1078,Espana,Ribera del Duero,39.0,Ribera Del Duero Red,5,3
Carmelo Rodero,Crianza,2018,4.2,1070,Espana,Ribera del Duero,16.5,Ribera Del Duero Red,5,3
Atalaya,La Atalaya del Camino,2019,4.2,1048,Espana,Almansa,11.7,Red,4,3
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,4.2,1043,Espana,Rioja Alta,26.9,Rioja White,3,3
Protos,Reserva 5 Ano,2015,4.2,1040,Espana,Ribera del Duero,23.0,Ribera Del Duero Red,5,3
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,4.2,1016,Espana,Priorato,85.9,Priorat Red,4,3
Familia Torres,Salmos,2017,4.2,1008,Espana,Priorato,21.0,Priorat Red,4,3
Bodega Numanthia,Numanthia,2013,4.2,998,Espana,Toro,51.2,Toro Red,5,3
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,4.2,970,Espana,Priorato,32.2,Priorat Red,4,3
Merum Priorati,Inici,2017,4.2,969,Espana,Priorato,39.0,Priorat Red,4,3
Familia Torres,Mas La Plana Cabernet Sauvignon,2016,4.2,964,Espana,Penedes,56.3,Cabernet Sauvignon,4,3
Bodegas La Horra,Corimbo I,2011,4.2,918,Espana,Ribera del Duero,23.4,Ribera Del Duero Red,5,3
Castillo Perelada,5 Finques (Fincas) Reserva,2017,4.2,918,Espana,Emporda,11.4,Red,4,3
Bodegas La Horra,Corimbo I,2013,4.2,915,Espana,Ribera del Duero,37.5,Ribera Del Duero Red,5,3
Quinta Sardonia,QS,2010,4.2,900,Espana,Castilla y Leon,40.8,Red,4,3
Martinet,Martinet Bru (Garnatxa - Syrah),2019,4.2,897,Espana,Priorato,21.9,Priorat Red,4,3
La Rioja Alta,Vina Ardanza Reserva,2000,4.2,883,Espana,Rioja,161.0,Rioja Red,4,3
Vinedos de Paganos,El Puntido,2013,4.2,879,Espana,Rioja,34.4,Rioja Red,4,3
Emilio Moro,Ribera del Duero,2019,4.2,876,Espana,Ribera del Duero,17.0,Ribera Del Duero Red,5,3
Alvaro Palacios,Finca Dofi,2015,4.2,865,Espana,Priorato,52.5,Priorat Red,4,3
Protos,Reserva 5 Ano,2014,4.2,855,Espana,Ribera del Duero,19.5,Ribera Del Duero Red,5,3
Bodegas Valduero,Ribera Del Duero Reserva,2012,4.2,852,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5,3
Marques de Riscal,Rioja Gran Reserva,2014,4.2,840,Espana,Rioja,35.6,Rioja Red,4,3
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,4.2,832,Espana,Rioja,19.4,Rioja Red,4,3
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,4.2,811,Espana,Rioja,20.9,Rioja Red,4,3
Marques de Riscal,Reserva XR,2015,4.2,778,Espana,Rioja,23.0,Rioja Red,4,3
Familia Torres,Purgatori Costers del Segre,2016,4.2,778,Espana,Costers del Segre,38.4,Red,4,3
Familia Torres,Purgatori Costers del Segre,2017,4.2,777,Espana,Costers del Segre,25.5,Red,4,3
Ramon Bilbao,Mirto,2012,4.2,776,Espana,Rioja,35.0,Rioja Red,4,3
Ossian,Vinas Viejas Verdejo,2015,4.2,769,Espana,Castilla y Leon,30.0,Verdejo,3,3
Hispano Suizas,Bassus Pinot Noir,2017,4.2,753,Espana,Utiel-Requena,19.0,Red,4,3
Murviedro,Sericis Cepas Viejas Monastrell,2017,4.2,745,Espana,Valencia,9.0,Monastrell,5,3
Castillo Perelada,Finca Malaveina,2016,4.2,740,Espana,Emporda,25.4,Red,4,3
Montecastro,Ribera del Duero Red,2018,4.2,733,Espana,Ribera del Duero,18.5,Ribera Del Duero Red,5,3
Contino,Rioja Gran Reserva,2008,4.2,732,Espana,Rioja,36.0,Rioja Red,4,3
Contino,Rioja Gran Reserva,2009,4.2,731,Espana,Rioja,85.8,Rioja Red,4,3
Hispano Suizas,Bassus Pinot Noir,2018,4.2,721,Espana,Utiel-Requena,19.2,Red,4,3
Quinta Sardonia,QS,2007,4.2,707,Espana,Castilla y Leon,37.5,Red,4,3
VALENCISO,Rioja Reserva,2014,4.2,696,Espana,Rioja,19.4,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,4.2,684,Espana,Rioja,29.5,Rioja Red,4,3
Barahonda,Summum Monastrell,2017,4.2,682,Espana,Yecla,16.0,Monastrell,5,3
Losada,Altos de Losada,2017,4.2,676,Espana,Bierzo,18.4,Mencia,3,3
Matsu,El Viejo,2012,4.2,668,Espana,Toro,27.0,Toro Red,5,3
Recaredo,Corpinnat Terrers Brut Nature,2017,4.2,667,Espana,Cava,25.0,Cava,2,3
Alvaro Palacios,Vi de Vila Gratallops,2015,4.2,648,Espana,Priorato,60.0,Priorat Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2014,4.2,647,Espana,Priorato,55.0,Priorat Red,4,3
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,4.2,645,Espana,Rioja,87.0,Rioja Red,4,3
Tobia,Oscar Tobia Reserva Rioja,2015,4.2,633,Espana,Rioja,20.0,Rioja Red,4,3
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,4.2,630,Espana,Rioja,7.0,Rioja White,3,3
Vina Pedrosa,Reserva,2012,4.2,628,Espana,Ribera del Duero,29.9,Ribera Del Duero Red,5,3
Castillo Perelada,Finca Malaveina,2012,4.2,627,Espana,Emporda,17.8,Red,4,3
Contino,Rioja Gran Reserva,2014,4.2,624,Espana,Rioja,34.5,Rioja Red,4,3
Bodegas Mauro,Red,2008,4.2,622,Espana,Castilla y Leon,55.0,Red,4,3
Portal del Priorat,Clos del Portal Negre de Negres,2017,4.2,612,Espana,Priorato,21.8,Priorat Red,4,3
Torre de Ona,Martelo Reserva,2014,4.2,600,Espana,Rioja,20.5,Rioja Red,4,3
Tinto Pesquera,Crianza,2019,4.2,599,Espana,Ribera del Duero,17.2,Ribera Del Duero Red,5,3
Dehesa de Los Canonigos,Solideo,2015,4.2,592,Espana,Ribera del Duero,35.1,Ribera Del Duero Red,5,3
Diez Caballero,Reserva Tempranillo,2011,4.2,587,Espana,Rioja,20.5,Rioja Red,4,3
Mas d'en Gil,Coma Vella Priorat,2014,4.2,576,Espana,Priorato,24.8,Priorat Red,4,3
Chozas Carrascal,Las Ocho (8) Tinto,2017,4.2,570,Espana,Utiel-Requena,16.8,Red,4,3
Vegalfaro,Pago de los Balagueses Syrah,2017,4.2,559,Espana,Utiel-Requena,17.7,Syrah,4,3
Lopez Cristobal,Bagus Ribera del Duero,2012,4.2,559,Espana,Ribera del Duero,54.0,Ribera Del Duero Red,5,3
Bodegas Valduero,Tierra Alta En 2 Maderas,2017,4.2,557,Espana,Ribera del Duero,19.9,Ribera Del Duero Red,5,3
Los Aguilares,Pago El Espino,2017,4.2,555,Espana,Sierras de Malaga,25.4,Red,4,3
VALENCISO,Rioja Blanco,2018,4.2,540,Espana,Rioja,17.8,Rioja White,3,3
Dehesa de Los Canonigos,Crianza,2018,4.2,528,Espana,Ribera del Duero,18.9,Ribera Del Duero Red,5,3
Palacios Remondo,Propiedad  Rioja,2017,4.2,527,Espana,Rioja,25.9,Rioja Red,4,3
Dehesa de Los Canonigos,Crianza,2017,4.2,520,Espana,Ribera del Duero,18.2,Ribera Del Duero Red,5,3
Bodegas Faustino,Reserva Especial Icon Edition,2014,4.2,519,Espana,Rioja,23.9,Rioja Red,4,3
Matsu,El Viejo,2017,4.2,518,Espana,Toro,33.9,Toro Red,5,3
Anima Negra,An,2016,4.2,513,Espana,Mallorca,139.9,Red,4,3
Vinicola Real,200 Monges Rioja Reserva,2005,4.2,499,Espana,Rioja,48.0,Rioja Red,4,3
Contino,Rioja Gran Reserva,2011,4.2,490,Espana,Rioja,39.5,Rioja Red,4,3
Sei Solo,Preludio,2018,4.2,488,Espana,Ribera del Duero,24.5,Ribera Del Duero Red,5,3
Tridente,Rejon Tempranillo,2012,4.2,485,Espana,Castilla y Leon,37.0,Tempranillo,4,2
Emilio Moro,La Felisa,2018,4.2,483,Espana,Ribera del Duero,26.3,Ribera Del Duero Red,5,3
Valderiz,Tinto,2018,4.2,481,Espana,Ribera del Duero,21.5,Ribera Del Duero Red,5,3
Lan,A Mano Rioja,2009,4.2,480,Espana,Rioja,29.0,Rioja Red,4,3
Familia Torres,Milmanda,2015,4.2,473,Espana,Conca de Barbera,126.2,Chardonnay,4,3
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008,4.2,459,Espana,Rias Baixas,37.9,Albarino,3,3
Muga,Seleccion Especial (Reserva),2004,4.2,447,Espana,Rioja,65.0,Rioja Red,4,3
Bohorquez,Reserva,2009,4.2,442,Espana,Ribera del Duero,21.6,Ribera Del Duero Red,5,3
Abadal,3.9,2016,4.2,441,Espana,Pla de Bages,23.0,Red,4,3
Mar de Frades,Rias Baixas Albarino Atlantico,2021,4.2,439,Espana,Rias Baixas,14.8,Albarino,3,3
Pradorey,Adaro,2017,4.2,436,Espana,Ribera del Duero,16.4,Ribera Del Duero Red,5,3
Montecastro,Ribera del Duero Red,2017,4.2,433,Espana,Ribera del Duero,16.9,Ribera Del Duero Red,5,3
Culebron,Fondillon Gran Reserva,1964,4.2,432,Espana,Alicante,50.0,,0,0
Portal del Priorat,Clos del Portal Negre de Negres,2018,4.2,429,Espana,Priorato,21.7,Priorat Red,4,3
Castillo Perelada,Monastrell - Syrah Finca Espolla,2016,4.2,424,Espana,Emporda,14.0,Red,4,3
Castano,Casa Cisca Monastrell,2011,4.2,423,Espana,Yecla,32.0,Monastrell,5,3
